Run	Year	CategoryId	Category	Vol	Area
1	145	4	lDist	0	0
1	145	5	lAdjGreenup	0	0
1	145	6	lACReserve	0	0
1	145	7	lMosaicReserve	0	0
1	145	8	lStripCutReserve	0	0
1	150	0	lTotal	0	0
1	150	1	lAvailable	0	0
1	150	2	lMHA	0	0
1	150	3	lProtected	0	0
1	150	4	lDist	0	0
1	150	5	lAdjGreenup	0	0
1	150	6	lACReserve	0	0
1	150	7	lMosaicReserve	0	0
1	150	8	lStripCutReserve	0	0
1	155	0	lTotal	0	0
1	155	1	lAvailable	0	0
1	155	2	lMHA	0	0
1	155	3	lProtected	0	0
1	155	4	lDist	0	0
1	155	5	lAdjGreenup	0	0
1	155	6	lACReserve	0	0
1	155	7	lMosaicReserve	0	0
1	155	8	lStripCutReserve	0	0
1	160	0	lTotal	0	0
1	160	1	lAvailable	0	0
1	160	2	lMHA	0	0
1	160	3	lProtected	0	0
1	160	4	lDist	0	0
1	160	5	lAdjGreenup	0	0
1	160	6	lACReserve	0	0
1	160	7	lMosaicReserve	0	0
1	160	8	lStripCutReserve	0	0
1	165	0	lTotal	0	0
1	165	1	lAvailable	0	0
1	165	2	lMHA	0	0
1	165	3	lProtected	0	0
1	165	4	lDist	0	0
1	165	5	lAdjGreenup	0	0
1	165	6	lACReserve	0	0
1	165	7	lMosaicReserve	0	0
1	165	8	lStripCutReserve	0	0
1	170	0	lTotal	0	0
1	170	1	lAvailable	0	0
1	170	2	lMHA	0	0
1	170	3	lProtected	0	0
1	170	4	lDist	0	0
1	170	5	lAdjGreenup	0	0
1	170	6	lACReserve	0	0
1	170	7	lMosaicReserve	0	0
1	170	8	lStripCutReserve	0	0
1	175	0	lTotal	0	0
1	175	1	lAvailable	0	0
1	175	2	lMHA	0	0
1	175	3	lProtected	0	0
1	175	4	lDist	0	0
1	175	5	lAdjGreenup	0	0
1	175	6	lACReserve	0	0
1	175	7	lMosaicReserve	0	0
1	175	8	lStripCutReserve	0	0
1	180	0	lTotal	0	0
1	180	1	lAvailable	0	0
1	180	2	lMHA	0	0
1	180	3	lProtected	0	0
1	180	4	lDist	0	0
1	180	5	lAdjGreenup	0	0
1	180	6	lACReserve	0	0
1	180	7	lMosaicReserve	0	0
1	180	8	lStripCutReserve	0	0
1	185	0	lTotal	0	0
1	185	1	lAvailable	0	0
1	185	2	lMHA	0	0
1	185	3	lProtected	0	0
1	185	4	lDist	0	0
1	185	5	lAdjGreenup	0	0
1	185	6	lACReserve	0	0
1	185	7	lMosaicReserve	0	0
1	185	8	lStripCutReserve	0	0
1	190	0	lTotal	0	0
1	190	1	lAvailable	0	0
1	190	2	lMHA	0	0
1	190	3	lProtected	0	0
1	190	4	lDist	0	0
1	190	5	lAdjGreenup	0	0
1	190	6	lACReserve	0	0
1	190	7	lMosaicReserve	0	0
1	190	8	lStripCutReserve	0	0
1	195	0	lTotal	0	0
1	195	1	lAvailable	0	0
1	195	2	lMHA	0	0
1	195	3	lProtected	0	0
1	195	4	lDist	0	0
1	195	5	lAdjGreenup	0	0
1	195	6	lACReserve	0	0
1	195	7	lMosaicReserve	0	0
1	195	8	lStripCutReserve	0	0
1	200	0	lTotal	0	0
1	200	1	lAvailable	0	0
1	200	2	lMHA	0	0
1	200	3	lProtected	0	0
1	200	4	lDist	0	0
1	200	5	lAdjGreenup	0	0
1	200	6	lACReserve	0	0
1	200	7	lMosaicReserve	0	0
1	200	8	lStripCutReserve	0	0
1	205	0	lTotal	0	0
1	205	1	lAvailable	0	0
1	205	2	lMHA	0	0
1	205	3	lProtected	0	0
1	205	4	lDist	0	0
1	205	5	lAdjGreenup	0	0
1	205	6	lACReserve	0	0
1	205	7	lMosaicReserve	0	0
1	205	8	lStripCutReserve	0	0
1	210	0	lTotal	0	0
1	210	1	lAvailable	0	0
1	210	2	lMHA	0	0
1	210	3	lProtected	0	0
1	210	4	lDist	0	0
1	210	5	lAdjGreenup	0	0
1	210	6	lACReserve	0	0
1	210	7	lMosaicReserve	0	0
1	210	8	lStripCutReserve	0	0
1	215	0	lTotal	0	0
1	215	1	lAvailable	0	0
1	215	2	lMHA	0	0
1	215	3	lProtected	0	0
1	215	4	lDist	0	0
1	215	5	lAdjGreenup	0	0
1	215	6	lACReserve	0	0
1	215	7	lMosaicReserve	0	0
1	215	8	lStripCutReserve	0	0
1	220	0	lTotal	0	0
1	220	1	lAvailable	0	0
1	220	2	lMHA	0	0
1	220	3	lProtected	0	0
1	220	4	lDist	0	0
1	220	5	lAdjGreenup	0	0
1	220	6	lACReserve	0	0
1	220	7	lMosaicReserve	0	0
1	220	8	lStripCutReserve	0	0
1	225	0	lTotal	0	0
1	225	1	lAvailable	0	0
1	225	2	lMHA	0	0
1	225	3	lProtected	0	0
1	225	4	lDist	0	0
1	225	5	lAdjGreenup	0	0
1	225	6	lACReserve	0	0
1	225	7	lMosaicReserve	0	0
1	225	8	lStripCutReserve	0	0
1	230	0	lTotal	0	0
1	230	1	lAvailable	0	0
1	230	2	lMHA	0	0
1	230	3	lProtected	0	0
1	230	4	lDist	0	0
1	230	5	lAdjGreenup	0	0
1	230	6	lACReserve	0	0
1	230	7	lMosaicReserve	0	0
1	230	8	lStripCutReserve	0	0
1	235	0	lTotal	0	0
1	235	1	lAvailable	0	0
1	235	2	lMHA	0	0
1	235	3	lProtected	0	0
1	235	4	lDist	0	0
1	235	5	lAdjGreenup	0	0
1	235	6	lACReserve	0	0
1	235	7	lMosaicReserve	0	0
1	235	8	lStripCutReserve	0	0
1	240	0	lTotal	0	0
1	240	1	lAvailable	0	0
1	240	2	lMHA	0	0
1	240	3	lProtected	0	0
1	240	4	lDist	0	0
1	240	5	lAdjGreenup	0	0
1	240	6	lACReserve	0	0
1	240	7	lMosaicReserve	0	0
1	240	8	lStripCutReserve	0	0
1	245	0	lTotal	0	0
1	245	1	lAvailable	0	0
1	245	2	lMHA	0	0
1	245	3	lProtected	0	0
1	245	4	lDist	0	0
1	245	5	lAdjGreenup	0	0
1	245	6	lACReserve	0	0
1	245	7	lMosaicReserve	0	0
1	245	8	lStripCutReserve	0	0
1	250	0	lTotal	0	0
1	250	1	lAvailable	0	0
1	250	2	lMHA	0	0
1	250	3	lProtected	0	0
1	250	4	lDist	0	0
1	250	5	lAdjGreenup	0	0
1	250	6	lACReserve	0	0
1	250	7	lMosaicReserve	0	0
1	250	8	lStripCutReserve	0	0
1	255	0	lTotal	0	0
1	255	1	lAvailable	0	0
1	255	2	lMHA	0	0
1	255	3	lProtected	0	0
1	255	4	lDist	0	0
1	255	5	lAdjGreenup	0	0
1	255	6	lACReserve	0	0
1	255	7	lMosaicReserve	0	0
1	255	8	lStripCutReserve	0	0
1	260	0	lTotal	0	0
1	260	1	lAvailable	0	0
1	260	2	lMHA	0	0
1	260	3	lProtected	0	0
1	260	4	lDist	0	0
1	260	5	lAdjGreenup	0	0
1	260	6	lACReserve	0	0
1	260	7	lMosaicReserve	0	0
1	260	8	lStripCutReserve	0	0
1	265	0	lTotal	0	0
1	265	1	lAvailable	0	0
1	265	2	lMHA	0	0
1	265	3	lProtected	0	0
1	265	4	lDist	0	0
1	265	5	lAdjGreenup	0	0
1	265	6	lACReserve	0	0
1	265	7	lMosaicReserve	0	0
1	265	8	lStripCutReserve	0	0
1	270	0	lTotal	0	0
1	270	1	lAvailable	0	0
1	270	2	lMHA	0	0
1	270	3	lProtected	0	0
1	270	4	lDist	0	0
1	270	5	lAdjGreenup	0	0
1	270	6	lACReserve	0	0
1	270	7	lMosaicReserve	0	0
1	270	8	lStripCutReserve	0	0
1	275	0	lTotal	0	0
1	275	1	lAvailable	0	0
1	275	2	lMHA	0	0
1	275	3	lProtected	0	0
1	275	4	lDist	0	0
1	275	5	lAdjGreenup	0	0
1	275	6	lACReserve	0	0
1	275	7	lMosaicReserve	0	0
1	275	8	lStripCutReserve	0	0
1	280	0	lTotal	0	0
1	280	1	lAvailable	0	0
1	280	2	lMHA	0	0
1	280	3	lProtected	0	0
1	280	4	lDist	0	0
1	280	5	lAdjGreenup	0	0
1	280	6	lACReserve	0	0
1	280	7	lMosaicReserve	0	0
1	280	8	lStripCutReserve	0	0
1	285	0	lTotal	0	0
1	285	1	lAvailable	0	0
1	285	2	lMHA	0	0
1	285	3	lProtected	0	0
1	285	4	lDist	0	0
1	285	5	lAdjGreenup	0	0
1	285	6	lACReserve	0	0
1	285	7	lMosaicReserve	0	0
1	285	8	lStripCutReserve	0	0
1	290	0	lTotal	0	0
1	290	1	lAvailable	0	0
1	290	2	lMHA	0	0
1	290	3	lProtected	0	0
1	290	4	lDist	0	0
1	290	5	lAdjGreenup	0	0
1	290	6	lACReserve	0	0
1	290	7	lMosaicReserve	0	0
1	290	8	lStripCutReserve	0	0
1	295	0	lTotal	0	0
1	295	1	lAvailable	0	0
1	295	2	lMHA	0	0
1	295	3	lProtected	0	0
1	295	4	lDist	0	0
1	295	5	lAdjGreenup	0	0
1	295	6	lACReserve	0	0
1	295	7	lMosaicReserve	0	0
1	295	8	lStripCutReserve	0	0
